[1, [9.97657074 7.50901151 0.93471748], 65291.39, [6.57711127 5.06781199 2.0270034 ]]
[1, [9.97737825 7.37750929 1.28009332], 65291.39, [6.57711127 5.06781199 2.0270034 ]]
X[1, [9.98029683 7.4905941  0.92414736], 65291.41, [6.57172608 5.09794831 2.0315782 ]]
[1, [9.98006377 7.35713208 1.27474899], 65291.41, [6.57172608 5.09794831 2.0315782 ]]
X[1, [9.97876103 7.49514777 0.92994616], 65291.45, [6.56122421 5.15663759 2.04057817]]
[1, [9.97831739 7.36751083 1.2726901 ], 65291.45, [6.56122421 5.15663759 2.04057817]]
X[1, [9.98351401 7.47988111 0.91892779], 65291.47, [6.55610732 5.18519432 2.04502579]]
[1, [9.98195403 7.34592533 1.27123527], 65291.47, [6.55610732 5.18519432 2.04502579]]
X[1, [9.98031994 7.493652   0.92673526], 65291.51, [6.54614269 5.24073329 2.05388805]]
[1, [9.97986228 7.36180145 1.27049536], 65291.51, [6.54614269 5.24073329 2.05388805]]
X[1, [9.9787823  7.50291495 0.92620564], 65291.55, [6.53654099 5.2941607  2.06273335]]
[1, [9.97753342 7.3674137  1.27462153], 65291.55, [6.53654099 5.2941607  2.06273335]]
X[1, [9.97128103 7.54600012 0.94257527], 65291.61, [6.52283469 5.37028852 2.07579212]]
[1, [9.9699839  7.41038344 1.28653858], 65291.61, [6.52283469 5.37028852 2.07579212]]
X[1, [9.97491745 7.529535   0.93060212], 65291.63, [6.51845506 5.39458369 2.08003526]]
[1, [9.97342056 7.39204875 1.28368989], 65291.63, [6.51845506 5.39458369 2.08003526]]
X[1, [9.97408787 4.25306458 3.7992718 ], 65293.77, [6.39842322 6.04969863 3.7243949 ]]
[2, [9.97843871 4.60551636 3.91270895], 65293.77, [6.39842322 6.04969863 3.7243949 ]]
[1, [9.97333848 4.36745641 4.06582211], 65293.77, [6.39842322 6.04969863 3.7243949 ]]
X[1, [9.97426789 4.25440691 3.78358864], 65293.79, [6.39811641 6.05133876 3.75280013]]
[2, [9.97811685 4.60271142 3.89702713], 65293.79, [6.39811641 6.05133876 3.75280013]]
[1, [9.9743768  4.36833318 4.04587536], 65293.79, [6.39811641 6.05133876 3.75280013]]
X[1, [9.97415067 4.25734482 3.79483205], 65293.83, [6.3975188  6.05453418 3.80868564]]
[2, [9.97852986 4.60103051 3.9083747 ], 65293.83, [6.3975188  6.05453418 3.80868564]]
[1, [9.97419164 4.3624451  4.05719608], 65293.83, [6.3975188  6.05453418 3.80868564]]
X[1, [9.9741898  4.25134124 3.79593085], 65293.87, [6.39694277 6.05761504 3.86308935]]
[2, [9.97844185 4.6038996  3.91832963], 65293.87, [6.39694277 6.05761504 3.86308935]]
[1, [9.97407048 4.36525787 4.06715234], 65293.87, [6.39694277 6.05761504 3.86308935]]
X[1, [9.97427106 4.25267455 3.78724082], 65293.89, [6.39666287 6.05911222 3.88967368]]
[2, [9.97859405 4.60521884 3.90085351], 65293.89, [6.39666287 6.05911222 3.88967368]]
[1, [9.97423981 4.36652221 4.04971851], 65293.89, [6.39666287 6.05911222 3.88967368]]
X[1, [9.97433987 4.25399631 3.76934586], 65293.91, [6.39638833 6.06058061 3.91583729]]
[2, [9.97824635 4.60234402 3.88297006], 65293.91, [6.39638833 6.06058061 3.91583729]]
[1, [9.97451807 4.36771569 4.03187064], 65293.91, [6.39638833 6.06058061 3.91583729]]
X[1, [9.97437817 4.25661739 3.77620756], 65293.95, [6.39585509 6.06343137 3.96693125]]
[2, [9.97870107 4.60041974 3.88985537], 65293.95, [6.39585509 6.06343137 3.96693125]]
[1, [9.97540777 4.36547375 4.04759766], 65293.95, [6.39585509 6.06343137 3.96693125]]
X[1, [9.97505981 4.25553698 3.81460813], 65294.01, [6.39509369 6.06749617 4.04059182]]
[2, [9.97833304 4.60434602 3.92830336], 65294.01, [6.39509369 6.06749617 4.04059182]]
[1, [9.97400028 4.36551237 4.07730941], 65294.01, [6.39509369 6.06749617 4.04059182]]
X[1, [ 9.96888805 12.22098724  3.81503053], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
[1, [ 9.97510379 13.49144621  3.87607112], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
[2, [ 9.97529193 11.87233202  3.92829363], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
[1, [ 9.96888704 12.11417945  4.08092029], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
[1, [ 9.97436495 13.29541675  4.10540882], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
[1, [ 9.97503909 14.78816999  4.09594112], 65297.99, [ 6.38665285 12.41235358  4.54494892]]
X[1, [ 9.96886318 12.20342091  3.81267923], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[1, [ 9.97509542 13.47338064  3.86914395], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[2, [ 9.97461086 11.84998941  3.92499542], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[1, [ 9.97410857 15.05160085  3.99027184], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[1, [ 9.96885899 12.09572148  4.07821433], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[1, [ 9.97508191 13.27687251  4.10213203], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
[1, [ 9.97407162 14.77311706  4.09340608], 65298.01, [ 6.38665188 12.44511369  4.55095705]]
X[1, [ 9.97013031 12.21433282  3.81504438], 65298.05, [ 6.3866521  12.50895031  4.56287092]]
